movie_id,title,director,genre,release_year,country,language,duration_minutes,content_rating,imdb_rating,netflix_rating,total_views,date_added_to_netflix,is_netflix_original,budget_millions,box_office_millions,profit_millions,years_on_netflix,rating_category
NF0480,Old Quest,Christopher McQuarrie,Biography,2020,India,Dutch,154,NC-17,5.9,5.4,4165,2021-09-14,False,93.23,6.95,-86.28,3,Average
NF0481,Light,Parasite Director,Drama,2009,Italy,Thai,102,TV-G,6.6,6.9,222827,2016-09-24,True,153.18,776.65,623.47,8,Average
NF0482,Fire,Patty Jenkins,Fantasy,2017,Mexico,French,127,TV-PG,3.8,3.5,26809,2021-06-27,True,,51.52,,3,Poor
NF0483,Legend,Chloe Zhao,Romance,2011,India,Portuguese,126,TV-Y7,5.1,5.0,52221,2021-07-04,False,59.04,,,3,Average
NF0484,Final Sun,Quentin Tarantino,Romance,2005,Turkey,Swedish,120,TV-MA,7.3,6.7,76678,2021-07-11,False,139.9,429.86,289.96000000000004,3,Good
NF0485,Quick Quest,Chloe Zhao,Biography,2011,Norway,Swedish,100,PG,6.2,6.9,3715,2015-02-09,True,45.0,718.16,673.16,9,Average
NF0486,Star,Christopher McQuarrie,Drama,2017,Norway,Mandarin,89,PG,5.7,5.5,7376,2023-08-27,True,,252.7,,1,Average
NF0487,Water,Zack Snyder,Documentary,2012,Germany,Dutch,83,PG,5.6,5.4,65978,2015-04-01,True,139.15,,,9,Average
NF0488,An Fear,Quentin Tarantino,Comedy,2010,USA,Arabic,176,TV-Y7,6.5,6.1,371337,2013-09-14,True,7.53,,,11,Average
NF0489,Mission,Martin Scorsese,Comedy,2017,Italy,English,176,PG,7.2,7.8,26326,2017-12-19,True,,721.43,,7,Good
NF0490,First Moon,Jordan Peele,Animation,2008,Netherlands,Japanese,144,TV-14,7.2,8.3,39979,2017-11-19,True,14.6,,,7,Good
NF0491,Star,James Cameron,Crime,2021,Germany,English,172,PG,4.4,4.3,20173,2021-03-12,True,,,,3,Poor
NF0492,Mystery,Bong Joon-ho,Drama,2014,Germany,Norwegian,128,TV-Y7,8.3,8.1,109793,2018-10-03,True,82.11,,,6,Good
NF0493,Peace,David Fincher,Biography,2011,Netherlands,Dutch,151,G,5.6,4.3,1085,2013-10-26,True,24.03,482.31,458.28,11,Average
NF0494,Great Quest,Patty Jenkins,Thriller,2010,UK,Arabic,166,TV-Y,7.8,7.4,11502,2020-12-13,True,135.16,,,4,Good
NF0495,Sky,Steven Spielberg,Drama,2012,France,Turkish,131,TV-14,4.3,4.4,524,2022-09-18,True,,,,2,Poor
NF0496,Secret,Rian Johnson,Thriller,2007,China,Turkish,95,R,5.0,5.0,39699,2011-06-15,False,,572.23,,13,Poor
NF0497,Old Nightmare,Parasite Director,Family,2017,Mexico,Portuguese,98,TV-G,8.3,8.2,8568,2023-09-16,True,98.38,754.21,655.83,1,Good
NF0498,Light,Steven Spielberg,Biography,2004,USA,Japanese,128,TV-14,4.7,4.7,18450,2012-03-26,False,124.77,65.83,-58.94,12,Poor
NF0499,Shadow,Bong Joon-ho,Thriller,2020,Italy,Arabic,142,TV-PG,6.2,7.1,29228,2023-10-09,False,162.09,19.05,-143.04,1,Average
NF0500,Tale,Ryan Coogler,War,2021,Australia,Turkish,136,TV-G,5.2,4.1,79934,2021-04-23,True,111.78,,,3,Average
NF0501,Legend,Greta Gerwig,Family,2010,Mexico,French,152,TV-MA,5.5,6.0,64085,2014-06-23,False,137.39,383.35,245.96000000000004,10,Average
NF0502,Hope,Jordan Peele,Biography,2023,Thailand,Turkish,158,TV-MA,4.1,3.9,75359,2023-08-07,False,,53.83,,1,Poor
NF0503,New Nightmare,Christopher Nolan,Documentary,2017,Sweden,French,134,TV-Y,9.7,9.4,104460,2017-09-30,False,12.23,191.52,179.29000000000002,7,Excellent
NF0504,An Quest,Quentin Tarantino,Documentary,2010,Germany,English,148,TV-Y,6.9,7.3,65670,2024-04-15,True,172.81,721.62,548.81,0,Average
NF0505,Fire,Christopher Nolan,Documentary,2009,Sweden,Turkish,121,TV-14,6.5,6.1,10576,2010-06-17,True,,541.71,,14,Average
NF0506,Sun,Rian Johnson,Romance,2011,China,Dutch,126,TV-Y7,6.6,7.5,75249,2022-09-04,True,169.62,,,2,Average
NF0507,Lost Adventure,Greta Gerwig,Family,2022,South Korea,Spanish,171,TV-14,6.0,6.1,4435,2024-05-07,True,55.4,427.2,371.8,0,Average
NF0508,Story,Greta Gerwig,Crime,2013,Norway,Swedish,105,TV-Y7,5.3,5.9,18642,2015-12-06,False,103.56,,,9,Average
NF0509,Earth,Zack Snyder,Romance,2016,Thailand,Arabic,107,TV-MA,8.3,8.0,89876,2018-04-21,False,127.95,,,6,Good
NF0510,Moon,Martin Scorsese,Thriller,2023,Netherlands,Mandarin,98,R,5.8,5.6,6007,2024-05-04,True,,,,0,Average
NF0511,Light,Steven Spielberg,Thriller,2022,Norway,Portuguese,116,TV-MA,8.3,8.7,25559,2024-02-25,True,120.65,95.28,-25.370000000000005,0,Good
NF0512,Dark Love,Parasite Director,Mystery,2008,Norway,Hindi,105,PG-13,7.4,8.1,35606,2010-08-15,False,52.42,,,14,Good
NF0513,Adventure,Parasite Director,Action,2018,India,Spanish,120,TV-14,6.0,5.9,57272,2020-09-28,False,,,,4,Average
NF0514,Story,Ryan Coogler,Horror,2013,South Korea,French,153,TV-PG,7.5,8.1,56674,2021-04-12,True,165.97,,,3,Good
NF0515,Story,Denis Villeneuve,Drama,2024,Australia,Swedish,154,TV-Y7,5.5,6.0,215079,2024-11-23,True,,89.92,,0,Average
NF0516,Mission,Martin Scorsese,Biography,2008,Turkey,Norwegian,169,PG,8.7,9.6,119939,2016-02-28,False,95.5,225.8,130.3,8,Excellent
NF0517,Star,Chloe Zhao,Crime,2021,USA,Hindi,174,TV-MA,7.3,7.8,10006,2022-05-26,True,157.97,444.42,286.45000000000005,2,Good
NF0518,Sky,Quentin Tarantino,Sci-Fi,2010,Brazil,Turkish,81,TV-Y7,7.3,7.2,18570,2019-01-27,False,187.33,,,5,Good
NF0519,Mystery,Bong Joon-ho,Documentary,2010,Norway,Hindi,115,PG,4.9,3.9,28359,2015-05-22,False,83.18,,,9,Poor
NF0520,Light,Quentin Tarantino,Romance,2020,Spain,Spanish,125,TV-Y7,7.4,7.5,20375,2022-06-16,False,6.44,515.07,508.63000000000005,2,Good
NF0521,Legend,Christopher Nolan,Family,2018,Japan,Dutch,120,TV-14,6.2,6.1,135141,2023-02-08,True,50.67,,,1,Average
NF0522,Sky,Patty Jenkins,Documentary,2021,Brazil,Arabic,174,PG-13,4.5,5.0,76163,2021-12-11,False,119.01,229.03,110.02,3,Poor
NF0523,Hope,Ryan Coogler,Sci-Fi,2005,USA,English,151,TV-MA,6.2,6.3,87213,2019-04-19,True,,,,5,Average
NF0524,Mystery,Martin Scorsese,Family,2008,China,Thai,156,NC-17,8.3,8.2,108211,2015-11-15,True,74.22,,,9,Good
NF0525,Fear,Bong Joon-ho,Biography,2006,Canada,Italian,171,R,7.5,8.1,14649,2010-04-26,True,,,,14,Good
NF0526,Hope,David Fincher,Mystery,2009,Japan,Korean,116,TV-MA,7.0,7.0,193955,2016-06-16,True,82.3,235.7,153.39999999999998,8,Average
NF0527,Code,Chloe Zhao,War,2009,UK,English,140,PG-13,7.1,6.8,120882,2015-04-14,False,,173.71,,9,Good
NF0528,Mission,Steven Spielberg,Drama,2012,Turkey,Hindi,86,TV-Y,6.5,5.8,119404,2022-02-03,True,71.51,,,2,Average
NF0529,Quick Water,Ryan Coogler,Crime,2019,Sweden,Norwegian,96,TV-PG,7.0,7.9,62471,2019-07-22,True,52.8,744.61,691.8100000000001,5,Average
NF0530,Bright Star,Zack Snyder,Mystery,2023,France,Portuguese,94,TV-Y,3.7,3.7,30801,2024-05-05,True,,778.83,,0,Poor
NF0531,Quest,Jordan Peele,Fantasy,2010,Argentina,Swedish,135,PG-13,7.6,7.8,76866,2018-05-21,False,,760.29,,6,Good
NF0532,Love,Martin Scorsese,Thriller,2016,France,Hindi,109,PG-13,5.6,5.8,34668,2023-11-01,True,33.55,97.24,63.69,1,Average
NF0533,New Star,Christopher McQuarrie,Biography,2024,Brazil,Arabic,94,PG-13,6.2,5.8,99807,2024-10-08,True,41.54,668.79,627.25,0,Average
NF0534,Fire,James Cameron,Action,2020,Argentina,Japanese,133,PG,6.9,6.2,91133,2023-09-02,True,,,,1,Average
NF0535,Last Hope,Chloe Zhao,Drama,2023,Australia,German,83,PG,4.7,4.9,20637,2024-05-12,False,,,,0,Poor
NF0536,Water,Christopher Nolan,Documentary,2014,India,Mandarin,121,TV-14,6.9,7.6,361,2021-03-24,True,10.69,,,3,Average
NF0537,Storm,Ryan Coogler,Comedy,2011,Sweden,Portuguese,102,R,5.3,5.6,168107,2012-06-28,False,170.62,624.7,454.08000000000004,12,Average
NF0538,Loud Shadow,Patty Jenkins,Crime,2010,China,German,125,TV-MA,4.3,3.7,6932,2013-11-05,True,,394.25,,11,Poor
NF0539,Fire,Patty Jenkins,Comedy,2023,Norway,Norwegian,158,PG-13,7.6,7.4,426264,2024-05-26,False,19.5,778.75,759.25,0,Good
NF0540,Star,David Fincher,Biography,2019,Argentina,Spanish,117,TV-G,5.3,4.3,67860,2021-09-07,False,160.51,787.43,626.92,3,Average
NF0541,Code,Zack Snyder,Mystery,2019,Italy,Hindi,150,PG,6.8,7.3,33782,2024-05-29,True,102.62,374.4,271.78,0,Average
NF0542,Nightmare,Jordan Peele,Comedy,2020,Argentina,English,94,TV-MA,9.0,8.6,290,2023-05-05,False,37.26,71.22,33.96,1,Excellent
NF0543,Big Moon,Bong Joon-ho,War,2023,China,Portuguese,123,PG-13,4.2,4.8,66395,2024-08-25,True,149.66,,,0,Poor
NF0544,Slow Journey,Christopher Nolan,Family,2023,Canada,English,101,TV-MA,6.8,6.4,44594,2024-06-28,False,81.61,,,0,Average
NF0545,Quest,Chloe Zhao,Family,2020,Italy,Spanish,96,PG-13,5.7,5.8,49445,2024-01-24,True,163.38,,,0,Average
NF0546,First Earth,Denis Villeneuve,Mystery,2008,Turkey,Korean,91,NC-17,9.3,10.0,86029,2010-08-08,False,84.95,722.42,637.4699999999999,14,Excellent
NF0547,War,Parasite Director,Action,2020,Brazil,Italian,105,NC-17,8.0,8.3,25157,2024-07-04,False,2.57,,,0,Good
NF0548,War,Christopher McQuarrie,Crime,2019,India,Arabic,131,TV-G,6.5,7.2,5212,2022-05-31,False,13.08,463.24,450.16,2,Average
NF0549,Great War,Quentin Tarantino,Biography,2016,China,Norwegian,137,TV-Y7,6.2,6.0,95271,2017-02-13,True,145.52,353.3,207.78,7,Average
NF0550,Sky,Rian Johnson,War,2015,France,Dutch,172,TV-Y7,7.9,8.2,57535,2017-11-05,False,,,,7,Good
NF0551,Shadow,Ridley Scott,Thriller,2020,Italy,Spanish,165,TV-G,4.8,4.7,19093,2022-06-29,True,32.11,635.82,603.71,2,Poor
NF0552,Slow Adventure,Christopher Nolan,Animation,2015,Spain,Norwegian,166,PG-13,5.2,5.1,12960,2018-06-23,True,,,,6,Average
NF0553,Tale,Denis Villeneuve,Drama,2004,Turkey,Italian,142,NC-17,8.8,9.1,563681,2011-06-06,False,,,,13,Excellent
NF0554,First Star,Zack Snyder,Drama,2021,India,Mandarin,138,PG,6.8,7.1,37187,2024-05-23,True,,,,0,Average
NF0555,Adventure,Zack Snyder,Drama,2023,Germany,French,106,TV-Y,8.3,8.6,10453,2023-07-15,True,,,,1,Good
NF0556,Tale,David Fincher,Animation,2021,Australia,German,95,R,8.2,8.0,39707,2023-12-05,False,,,,1,Good
NF0557,War,Rian Johnson,Crime,2004,Argentina,Japanese,90,NC-17,9.3,10.0,18965,2015-07-03,False,,505.41,,9,Excellent
NF0558,Peace,Patty Jenkins,Sci-Fi,2009,France,Thai,132,TV-Y7,4.4,3.8,1168,2013-05-26,False,,547.35,,11,Poor
NF0559,The Star,Zack Snyder,Comedy,2004,UK,Swedish,120,TV-Y7,6.7,5.8,23775,2019-12-05,True,79.26,738.4,659.14,5,Average
NF0560,Quick Quest,Patty Jenkins,Family,2007,Turkey,Dutch,172,TV-Y,8.0,7.9,147579,2022-11-20,False,56.68,736.76,680.08,2,Good
NF0561,Secret,Christopher McQuarrie,War,2019,Netherlands,Turkish,179,R,7.3,7.0,44736,2021-12-20,False,107.95,576.51,468.56,3,Good
NF0562,Storm,Greta Gerwig,Thriller,2023,UK,Dutch,146,TV-Y,4.8,4.8,4033,2023-11-28,True,178.17,210.66,32.49000000000001,1,Poor
NF0563,Peace,Quentin Tarantino,Adventure,2022,Netherlands,Portuguese,160,TV-PG,6.5,7.4,37323,2023-07-08,False,151.56,,,1,Average
NF0564,Journey,Bong Joon-ho,Documentary,2014,South Korea,Italian,124,NC-17,7.9,8.3,13671,2017-05-28,False,163.2,116.28,-46.91999999999999,7,Good
NF0565,Tale,Rian Johnson,Thriller,2012,Netherlands,Mandarin,92,PG-13,5.0,5.2,69590,2024-02-15,False,,54.44,,0,Poor
NF0566,Love,Steven Spielberg,Animation,2023,Argentina,Turkish,155,TV-PG,7.0,7.1,5001,2024-02-09,False,,510.99,,0,Average
NF0567,War,Patty Jenkins,Romance,2013,France,German,142,TV-G,6.3,6.2,19115,2021-08-06,True,,425.67,,3,Average
NF0568,Adventure,Ridley Scott,Animation,2019,Canada,Thai,94,PG,7.0,6.9,20095,2020-10-07,False,9.02,300.32,291.3,4,Average
NF0569,The Shadow,David Fincher,Horror,2012,Thailand,Thai,86,NC-17,7.9,7.5,47191,2019-03-14,False,164.01,102.25,-61.75999999999999,5,Good
NF0570,Fear,Parasite Director,Crime,2011,Thailand,Mandarin,123,TV-Y7,5.7,5.7,3688,2013-05-02,False,,,,11,Average
NF0571,Love,Bong Joon-ho,War,2006,France,Swedish,91,TV-14,2.9,3.3,12374,2013-02-08,False,180.15,41.43,-138.72,11,Poor
NF0572,Earth,Steven Spielberg,Romance,2019,USA,Dutch,151,TV-MA,6.9,6.9,56674,2024-01-02,True,17.95,,,0,Average
NF0573,Fire,Zack Snyder,Thriller,2016,Mexico,English,95,TV-MA,4.2,3.9,55119,2022-08-14,True,,168.61,,2,Poor
NF0574,Fire,Bong Joon-ho,Comedy,2022,Turkey,Swedish,131,TV-14,4.8,5.1,39992,2024-08-01,True,186.84,148.5,-38.34,0,Poor
NF0575,Mission,Steven Spielberg,Drama,2004,Canada,Japanese,116,PG-13,7.2,7.2,67524,2021-11-03,True,18.84,328.78,309.94,3,Good
NF0576,Dream,Ridley Scott,Action,2007,India,Dutch,129,PG,5.3,5.1,8691,2011-04-28,False,178.71,753.55,574.8399999999999,13,Average
NF0577,Hidden Sun,Denis Villeneuve,Biography,2024,Argentina,Turkish,94,NC-17,5.4,5.0,102666,2024-04-03,True,111.07,27.98,-83.08999999999999,0,Average
NF0578,Journey,Jordan Peele,Drama,2018,South Korea,German,118,TV-14,8.0,9.3,9752,2020-10-29,False,169.41,627.39,457.98,4,Good
NF0579,Mystery,Denis Villeneuve,Mystery,2007,Turkey,Mandarin,85,G,7.1,7.4,4974,2018-05-17,False,,,,6,Good
NF0580,Loud Mission,Jordan Peele,Family,2018,Netherlands,Korean,154,TV-PG,7.1,8.0,6053,2020-07-09,False,148.1,244.01,95.91,4,Good
NF0581,Moon,Christopher McQuarrie,Fantasy,2012,Norway,Korean,158,TV-PG,4.9,3.4,8881,2015-08-16,False,,,,9,Poor
NF0582,Star,Bong Joon-ho,Fantasy,2018,South Korea,Swedish,123,R,5.8,6.8,30776,2021-03-05,False,,731.64,,3,Average
NF0583,Water,Parasite Director,Action,2006,USA,Japanese,132,TV-PG,7.4,8.4,4757,2024-07-01,False,,630.91,,0,Good
NF0584,Light,Bong Joon-ho,Drama,2018,Netherlands,Turkish,156,TV-Y,8.6,8.6,52871,2019-06-05,False,153.83,,,5,Excellent
NF0585,Secret,Bong Joon-ho,Action,2004,South Korea,English,177,NC-17,5.5,5.1,9898,2012-10-19,False,163.44,,,12,Average
NF0586,Loud Nightmare,Martin Scorsese,Fantasy,2022,Mexico,Korean,80,R,8.2,7.8,60080,2024-02-22,False,56.19,140.53,84.34,0,Good
NF0587,Water,Ridley Scott,Comedy,2008,Thailand,German,175,PG,7.0,6.9,148174,2022-09-09,True,114.41,420.85,306.44000000000005,2,Average
NF0588,The Star,Christopher McQuarrie,Fantasy,2021,Turkey,Mandarin,80,TV-Y7,6.0,6.3,36005,2023-01-30,True,,676.25,,1,Average
NF0589,Quick Love,Parasite Director,Animation,2013,Argentina,Hindi,172,R,7.8,7.8,60349,2019-04-09,True,84.59,9.1,-75.49000000000001,5,Good
NF0590,Big Shadow,Christopher Nolan,Sci-Fi,2008,Norway,Spanish,111,R,5.0,5.0,53469,2017-07-04,True,13.51,,,7,Poor
NF0591,Journey,Rian Johnson,Fantasy,2004,South Korea,French,140,R,5.9,6.5,88168,2020-10-06,False,,,,4,Average
NF0592,An Sun,Bong Joon-ho,Drama,2015,Brazil,French,90,G,3.8,3.9,59824,2024-07-23,True,178.13,,,0,Poor
NF0593,Silent Adventure,Greta Gerwig,Mystery,2021,UK,French,166,G,9.3,9.8,148712,2022-04-08,True,76.91,602.81,525.9,2,Excellent
NF0594,Water,Christopher Nolan,War,2009,Sweden,Mandarin,134,TV-14,7.6,7.5,57873,2023-06-13,True,187.58,,,1,Good
NF0595,Secret,Quentin Tarantino,Drama,2014,USA,Spanish,155,R,7.2,6.8,113493,2019-12-25,True,52.0,581.08,529.08,5,Good
NF0596,A Adventure,David Fincher,Crime,2013,Thailand,Thai,145,TV-MA,7.8,7.6,184546,2016-01-21,False,177.16,,,8,Good
NF0597,Dream,Greta Gerwig,Animation,2007,USA,German,87,R,6.0,5.8,12216,2020-07-13,True,39.89,727.26,687.37,4,Average
NF0598,Sky,Parasite Director,War,2021,China,Swedish,154,TV-14,6.9,7.3,11384,2021-12-29,False,84.32,366.17,281.85,3,Average
NF0599,Journey,Denis Villeneuve,Sci-Fi,2021,Brazil,Korean,110,TV-G,9.6,9.1,8366,2021-12-08,False,,323.25,,3,Excellent
NF0600,Story,Chloe Zhao,Action,2022,Turkey,French,98,NC-17,6.8,6.9,47845,2022-07-18,False,117.55,,,2,Average
NF0601,Dark Mystery,Denis Villeneuve,Fantasy,2004,Germany,Swedish,150,R,6.4,6.6,265093,2010-09-01,True,36.04,85.45,49.410000000000004,14,Average
NF0602,Last Dream,James Cameron,Crime,2022,Brazil,Italian,127,TV-Y,8.2,8.9,14880,2024-07-18,True,,,,0,Good
NF0603,Story,Quentin Tarantino,Horror,2017,France,Korean,104,TV-PG,6.2,6.7,10974,2022-11-03,False,64.27,510.73,446.46000000000004,2,Average
NF0604,Fire,James Cameron,Crime,2024,France,Swedish,111,G,6.5,6.4,48717,2024-08-29,False,,,,0,Average
NF0605,An Shadow,Parasite Director,Comedy,2017,Germany,Turkish,176,TV-MA,7.4,7.6,6122,2022-07-31,False,93.39,302.23,208.84000000000003,2,Good
NF0606,War,Parasite Director,Fantasy,2019,Thailand,Turkish,161,TV-14,5.3,5.6,103518,2022-04-14,True,179.08,191.34,12.259999999999991,2,Average
NF0607,Hope,Ridley Scott,Animation,2008,Spain,Spanish,97,PG,6.8,7.5,84232,2016-11-11,False,70.96,374.88,303.92,8,Average
NF0608,Love,Patty Jenkins,Mystery,2017,Netherlands,Arabic,120,NC-17,6.0,5.0,103436,2021-09-13,False,88.9,65.33,-23.570000000000007,3,Average
NF0609,Quick Peace,Christopher McQuarrie,Comedy,2024,Spain,Italian,92,PG,3.3,3.0,22494,2024-04-10,True,109.66,541.71,432.05000000000007,0,Poor
NF0610,Sun,Jordan Peele,Thriller,2009,China,German,176,TV-PG,5.8,6.3,11070,2016-10-15,False,60.6,,,8,Average
NF0611,Light,Christopher Nolan,Biography,2021,Argentina,German,130,R,7.8,8.1,8273,2023-10-30,True,,190.81,,1,Good
NF0612,Moon,Bong Joon-ho,Documentary,2017,UK,Swedish,104,TV-Y7,5.7,5.5,24374,2023-05-12,False,90.54,302.89,212.34999999999997,1,Average
NF0613,Moon,Christopher Nolan,Biography,2016,Netherlands,Swedish,108,TV-Y7,8.9,8.7,93726,2018-05-22,False,81.27,,,6,Excellent
NF0614,Journey,Martin Scorsese,Horror,2016,France,Swedish,152,TV-MA,4.2,4.8,77350,2019-06-02,False,,315.56,,5,Poor
NF0615,Last Dream,Bong Joon-ho,Crime,2015,UK,Japanese,93,TV-MA,7.1,7.1,71391,2020-04-26,True,138.12,153.42,15.299999999999983,4,Good
NF0616,Hidden Quest,Zack Snyder,Comedy,2005,Brazil,Hindi,127,TV-PG,7.1,6.7,27916,2018-08-28,True,172.08,129.84,-42.24000000000001,6,Good
NF0617,War,Steven Spielberg,Family,2006,Japan,German,106,NC-17,5.8,5.9,11149,2012-11-23,False,,,,12,Average
NF0618,Quest,James Cameron,War,2007,Spain,Korean,80,PG-13,5.9,6.2,107041,2023-07-17,False,80.45,,,1,Average
NF0619,War,Bong Joon-ho,War,2015,Thailand,Hindi,174,PG,7.8,7.1,92403,2019-06-25,False,183.86,674.9,491.03999999999996,5,Good
NF0620,Light,Ridley Scott,Mystery,2021,South Korea,Japanese,159,TV-Y7,3.6,3.7,8606,2023-06-09,False,132.16,,,1,Poor
NF0621,Adventure,Denis Villeneuve,Romance,2006,Spain,Dutch,165,PG,7.3,7.4,149615,2018-10-29,True,,610.68,,6,Good
NF0622,Last Peace,Rian Johnson,Mystery,2006,Brazil,Japanese,112,R,7.6,7.9,83112,2018-04-09,True,15.57,,,6,Good
NF0623,Moon,Ryan Coogler,Thriller,2020,Sweden,Hindi,81,NC-17,7.1,7.0,78872,2023-05-27,True,,537.88,,1,Good
NF0624,Story,Christopher McQuarrie,Sci-Fi,2014,Brazil,German,140,NC-17,5.1,5.2,30217,2019-11-06,True,4.6,238.84,234.24,5,Average
NF0625,Story,Christopher Nolan,Fantasy,2015,France,Mandarin,125,PG-13,8.2,8.1,64869,2024-04-20,True,,,,0,Good
NF0626,Adventure,Zack Snyder,Drama,2015,Sweden,Dutch,136,G,6.9,6.9,8096,2018-05-12,True,76.1,203.51,127.41,6,Average
NF0627,The Fear,Christopher Nolan,Action,2024,Australia,Korean,167,TV-MA,5.7,5.7,76762,2024-07-19,True,176.57,,,0,Average
NF0628,Final Adventure,Patty Jenkins,Drama,2022,Australia,Swedish,151,TV-MA,6.2,6.4,121168,2024-06-27,True,186.93,345.16,158.23000000000002,0,Average
NF0629,Bright Mystery,Christopher Nolan,Family,2009,Australia,English,129,R,7.3,7.2,102365,2014-10-18,False,131.93,501.01,369.08,10,Good
NF0630,Fear,Greta Gerwig,Biography,2004,Canada,Japanese,112,PG,7.8,7.5,25788,2011-07-06,False,,,,13,Good
NF0631,Star,David Fincher,Documentary,2019,Germany,Swedish,165,TV-G,7.1,8.0,7207,2024-05-21,True,122.1,308.99,186.89000000000001,0,Good
NF0632,Star,Christopher Nolan,Sci-Fi,2018,USA,French,119,R,3.7,3.6,33751,2020-12-21,False,,,,4,Poor
NF0633,Quest,James Cameron,Horror,2005,Sweden,Korean,162,G,4.9,4.4,66612,2013-01-31,True,,756.97,,11,Poor
NF0634,Bright Earth,Martin Scorsese,Mystery,2020,Italy,English,109,TV-Y,7.1,7.5,63863,2022-06-03,False,108.32,,,2,Good
NF0635,Star,Denis Villeneuve,Family,2018,Argentina,Swedish,103,TV-G,6.3,6.2,99709,2021-09-12,True,98.84,,,3,Average
NF0636,Secret,David Fincher,Comedy,2005,Germany,Korean,110,TV-PG,6.6,6.4,355732,2024-03-24,True,93.95,162.04,68.08999999999999,0,Average
NF0637,Quest,Greta Gerwig,War,2013,Japan,Portuguese,180,TV-G,6.6,7.2,4339,2017-06-19,True,,305.29,,7,Average
NF0638,Water,Patty Jenkins,Horror,2014,Mexico,English,177,TV-Y7,7.0,7.6,8546,2019-07-04,False,,,,5,Average
NF0639,Legend,Christopher McQuarrie,Romance,2024,Spain,Turkish,139,NC-17,8.0,8.3,168943,2024-09-20,False,112.87,269.92,157.05,0,Good
NF0640,Secret Journey,Christopher Nolan,Animation,2020,Mexico,Turkish,133,TV-Y7,7.5,8.8,42215,2022-08-31,False,62.25,,,2,Good
NF0641,Tale,Ryan Coogler,Romance,2005,Japan,Thai,112,TV-Y,5.5,4.6,81767,2019-03-03,False,74.27,311.34,237.07,5,Average
NF0642,A Light,Chloe Zhao,Action,2013,France,Portuguese,157,TV-G,7.8,7.9,45698,2019-01-16,True,120.83,,,5,Good
NF0643,An Earth,Ryan Coogler,Family,2022,Thailand,Spanish,146,R,8.9,9.6,79721,2023-04-29,False,85.95,,,1,Excellent
NF0644,Hope,Greta Gerwig,Mystery,2015,UK,French,161,TV-14,5.0,5.4,35909,2021-03-16,False,,171.57,,3,Poor
NF0645,Journey,Ridley Scott,Biography,2020,USA,French,88,TV-Y7,6.1,5.7,40795,2023-01-05,False,146.88,302.85,155.97000000000003,1,Average
NF0646,Final Peace,Quentin Tarantino,War,2019,Thailand,Korean,103,R,7.1,7.2,65172,2020-07-17,True,,,,4,Good
NF0647,Fear,Bong Joon-ho,Drama,2008,Germany,Spanish,117,PG,6.6,7.4,66356,2015-10-26,False,13.79,191.65,177.86,9,Average
NF0648,Journey,Martin Scorsese,Fantasy,2014,USA,Hindi,92,R,6.3,6.2,28298,2022-06-04,True,104.49,,,2,Average
NF0649,Dream,Patty Jenkins,Documentary,2009,Netherlands,Swedish,120,R,5.6,5.6,8447,2020-11-24,False,76.31,288.04,211.73000000000002,4,Average
NF0650,Old Moon,David Fincher,Action,2011,China,French,147,NC-17,6.2,5.2,13533,2013-08-26,True,124.05,,,11,Average
NF0651,Secret,Christopher Nolan,Documentary,2014,USA,Norwegian,85,TV-Y,4.2,4.6,9740,2020-06-06,False,97.42,,,4,Poor
NF0652,War,Quentin Tarantino,Family,2021,Italy,Korean,171,PG-13,6.2,6.2,477,2022-04-06,True,159.57,540.08,380.51000000000005,2,Average
NF0653,Silent Tale,Parasite Director,Sci-Fi,2016,South Korea,Korean,101,TV-MA,6.0,5.6,97347,2021-07-17,True,198.68,743.56,544.8799999999999,3,Average
NF0654,Code,Jordan Peele,Biography,2011,Canada,German,148,TV-MA,7.2,8.6,25013,2019-12-03,False,138.67,,,5,Good
NF0655,Hope,Ryan Coogler,Mystery,2024,South Korea,Italian,113,PG,6.3,6.6,5740,2024-11-24,False,18.74,,,0,Average
NF0656,Legend,Rian Johnson,Family,2008,Thailand,English,119,G,5.2,5.3,22019,2012-08-09,True,,,,12,Average
NF0657,Shadow,David Fincher,Sci-Fi,2011,Canada,Turkish,81,TV-PG,8.1,8.1,55106,2019-05-10,False,163.41,179.03,15.620000000000005,5,Good
NF0658,Dark Legend,Martin Scorsese,Documentary,2019,Italy,French,115,TV-14,5.9,5.6,29607,2021-10-21,False,43.93,773.36,729.4300000000001,3,Average
NF0659,Secret Moon,Denis Villeneuve,Adventure,2005,Germany,Arabic,173,TV-Y7,3.8,3.0,90506,2017-06-22,False,,,,7,Poor
NF0660,Storm,Ryan Coogler,Documentary,2023,Norway,Arabic,124,TV-Y7,7.7,8.5,28501,2023-06-24,False,145.62,738.84,593.22,1,Good
NF0661,Tale,David Fincher,Documentary,2019,Thailand,Hindi,170,NC-17,5.8,5.9,17276,2024-07-10,False,115.85,388.54,272.69000000000005,0,Average
NF0662,Secret Moon,Christopher Nolan,Animation,2024,Thailand,French,166,PG-13,6.7,6.4,77736,2024-03-23,False,,674.12,,0,Average
NF0663,Loud Mystery,Martin Scorsese,Drama,2024,Argentina,Swedish,155,TV-Y7,6.1,5.7,37163,2024-10-07,True,81.39,196.48,115.08999999999999,0,Average
NF0664,Mystery,Ryan Coogler,Comedy,2014,Brazil,Turkish,115,TV-MA,5.2,5.0,28231,2018-05-08,False,24.88,393.93,369.05,6,Average
